,formula,file_dir,error_str,folder_ind,chgnet_ehull,corrected_chgnet_ehull
154,V2 W2 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/673/min_e_strc.cif,No valid decomposition found for PDEntry : V2 W2 O8 with energy = -110.8179! (e_h: -0.012844085693359375),673,0.0,-0.012844085693359375
155,Hf10 Cu2 Si6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/625/min_e_strc.cif,no_error,625,0.03999314705530921,0.03999314705530921
156,Li4 Al8 Ag4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/494/min_e_strc.cif,no_error,494,0.027979731559753418,0.027979731559753418
157,V5 As2 P2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/759/min_e_strc.cif,no_error,759,0.1326882574293311,0.1326882574293311
158,Ce2 Fe4 Si4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/954/min_e_strc.cif,No valid decomposition found for PDEntry : Ce2 Fe4 Si4 with energy = -73.5498! (e_h: -0.002475261688232422),954,0.0,-0.002475261688232422
159,Lu4 Ni4 Ge4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/258/min_e_strc.cif,No valid decomposition found for PDEntry : Lu4 Ni4 Ge4 with energy = -69.3924! (e_h: -0.002425670623779297),258,0.0,-0.002425670623779297
160,Pm4 Sn4 Au8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/729/min_e_strc.cif,No valid decomposition found for PDEntry : Pm4 Sn4 Au8 with energy = -72.0179! (e_h: -0.0038514137268101933),729,0.0,-0.0038514137268101933
161,K10 As8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/558/min_e_strc.cif,No valid decomposition found for PDEntry : K10 As8 with energy = -56.0554! (e_h: -0.00010919570922851562),558,0.0,-0.00010919570922851562
162,Nd2 In4 Co2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/10/min_e_strc.cif,no_error,10,0.7691905182950638,0.7691905182950638
163,Pm4 Sm4 Tl8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/896/min_e_strc.cif,no_error,896,0.1318666934967041,0.1318666934967041
164,P16 Pd16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/429/min_e_strc.cif,no_error,429,0.03949108990755956,0.03949108990755956
165,Rb3 Pb3 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/347/min_e_strc.cif,no_error,347,0.03355097770690918,0.03355097770690918
166,Ta4 In4 Ni8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/34/min_e_strc.cif,no_error,34,0.05418501581464419,0.05418501581464419
167,Y4 Ho4 Ir8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/348/min_e_strc.cif,No valid decomposition found for PDEntry : Y4 Ho4 Ir8 with energy = -128.2618! (e_h: -0.00225830078125),348,0.0,-0.00225830078125
168,Ce2 As24 Os8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/31/min_e_strc.cif,No valid decomposition found for PDEntry : Ce2 As24 Os8 with energy = -224.8945! (e_h: -0.002757549285888672),31,0.0,-0.002757549285888672
169,Sr6 C3 O18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/638/min_e_strc.cif,no_error,638,0.3693896929423026,0.3693896929423026
170,Pd12 Pb4 O14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/991/min_e_strc.cif,no_error,991,0.3200600624084471,0.3200600624084471
171,Mg6 Zn2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/923/min_e_strc.cif,no_error,923,0.0015847242998507927,0.0015847242998507927
172,Li2 Dy4 F10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/414/min_e_strc.cif,no_error,414,0.964166561762493,0.964166561762493
173,Sm4 Sb12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/141/min_e_strc.cif,no_error,141,0.00815814733505249,0.00815814733505249
174,Dy4 Sb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/694/min_e_strc.cif,No valid decomposition found for PDEntry : Dy4 Sb4 with energy = -44.6082! (e_h: -0.00014209747314364307),694,0.0,-0.00014209747314364307
175,Zr4 Sn4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/524/min_e_strc.cif,no_error,524,0.20754921436309814,0.20754921436309814
176,Si10 Mo2 Rh4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/892/min_e_strc.cif,no_error,892,0.08930508295695017,0.08930508295695017
177,Zr10 Sn6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/695/min_e_strc.cif,No valid decomposition found for PDEntry : Zr10 Sn6 with energy = -117.8846! (e_h: -0.0017571449279820683),695,0.0,-0.0017571449279820683
178,Hf4 Co4 Ge4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/665/min_e_strc.cif,No valid decomposition found for PDEntry : Hf4 Co4 Ge4 with energy = -94.4960! (e_h: -0.003917217254638672),665,0.0,-0.003917217254638672
179,Be2 Cu2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/299/min_e_strc.cif,No valid decomposition found for PDEntry : Be2 Cu2 with energy = -15.9512! (e_h: -7.414817809969776e-05),299,0.0,-7.414817809969776
180,Fe2 O1 F6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/59/min_e_strc.cif,no_error,59,0.41416507297092053,0.41416507297092053
181,Ti2 Ni2 As2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/618/min_e_strc.cif,no_error,618,0.024259567260742188,0.024259567260742188
182,Yb4 Dy4 Ag8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/590/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb4 Dy4 Ag8 with energy = -53.0385,590,0.0,0.0
183,Y1 Bi1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/350/min_e_strc.cif,no_error,350,0.21447372436523438,0.21447372436523438
184,Zr8 Ga8 Si4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/438/min_e_strc.cif,no_error,438,0.21830158233642383,0.21830158233642383
185,Cu2 Te1 O2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/639/min_e_strc.cif,no_error,639,0.28842451095580923,0.28842451095580923
186,V4 O4 F9,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/39/min_e_strc.cif,no_error,39,0.04266691207885742,0.04266691207885742
187,Si2 P4 N8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/418/min_e_strc.cif,no_error,418,0.6393915040152365,0.6393915040152365
188,Li3 Fe3 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/455/min_e_strc.cif,No valid decomposition found for PDEntry : Li3 Fe3 O6 with energy = -83.5099! (e_h: -0.006443500518798828),455,0.0,-0.006443500518798828
189,Nd2 Ga2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/908/min_e_strc.cif,no_error,908,0.021007537841796875,0.021007537841796875
190,Y3 C9 I6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/30/min_e_strc.cif,no_error,30,1.32726690504286,1.32726690504286
191,Sc10 Ge6 Au2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/536/min_e_strc.cif,no_error,536,0.023986646864148753,0.023986646864148753
192,Lu8 Ga8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/736/min_e_strc.cif,no_error,736,0.01109170913696289,0.01109170913696289
193,Li8 In4 Cl4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/437/min_e_strc.cif,no_error,437,0.13324499130249023,0.13324499130249023
194,Nb12 Ni2 Te8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/555/min_e_strc.cif,no_error,555,0.8641835270505958,0.8641835270505958
195,Th16 Ti4 O44,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/312/min_e_strc.cif,no_error,312,0.35289520025253296,0.35289520025253296
196,La2 Ho2 C8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/713/min_e_strc.cif,no_error,713,0.2691113551457729,0.2691113551457729
197,Mg4 Cr4 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/977/min_e_strc.cif,no_error,977,0.15974842707316483,0.15974842707316483
198,Gd16 Sn4 S8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/104/min_e_strc.cif,No valid decomposition found for PDEntry : Gd16 Sn4 S8 with energy = -318.9526! (e_h: -0.16132961000715085),104,0.0,-0.16132961000715085
199,Mg2 Zn6 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/177/min_e_strc.cif,no_error,177,0.4445952574412031,0.4445952574412031
200,Ca4 P4 I4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/602/min_e_strc.cif,no_error,602,0.2709003278187332,0.2709003278187332
201,Pm3 Sm3 Te3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/843/min_e_strc.cif,no_error,843,0.05779743194580078,0.05779743194580078
202,Sn4 Ge4 Se8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/465/min_e_strc.cif,no_error,465,0.003040313720704013,0.003040313720704013
203,Cu4 Ag2 O4 F16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/523/min_e_strc.cif,No valid decomposition found for PDEntry : Cu4 Ag2 O4 F16 with energy = -106.5039! (e_h: -0.049427463458135534),523,0.0,-0.049427463458135534
204,Be4 Tl8 F16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/963/min_e_strc.cif,no_error,963,0.00647735595703125,0.00647735595703125
205,Mn4 Sn4 Ir8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/213/min_e_strc.cif,no_error,213,0.07697105407714755,0.07697105407714755
206,Sc4 Cd4 Ag8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/466/min_e_strc.cif,no_error,466,0.0012786388397216797,0.0012786388397216797
207,La6 Mg2 Ge4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/914/min_e_strc.cif,no_error,914,0.37846678495407104,0.37846678495407104
208,Nb8 Ir4 F24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/178/min_e_strc.cif,no_error,178,1.264076921674941,1.264076921674941
209,Y4 Er4 Mg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/331/min_e_strc.cif,No valid decomposition found for PDEntry : Y4 Er4 Mg8 with energy = -58.1092! (e_h: -1.430511474609375e-05),331,0.0,-1.430511474609375
210,U4 Sn4 Ru8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/653/min_e_strc.cif,no_error,653,0.01504305998484412,0.01504305998484412
211,Al4 Cu4 S8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/192/min_e_strc.cif,no_error,192,0.20589351654051846,0.20589351654051846
212,Sm4 Lu4 Ru8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/730/min_e_strc.cif,no_error,730,0.0328967422246933,0.0328967422246933
213,La16 As8 Se4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/580/min_e_strc.cif,No valid decomposition found for PDEntry : La16 As8 Se4 with energy = -173.7718! (e_h: -0.030375866662888384),580,0.0,-0.030375866662888384
214,Ge6 Sb6 Te18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/346/min_e_strc.cif,no_error,346,0.1062307357788086,0.1062307357788086
215,Eu1 Zn1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/90/min_e_strc.cif,no_error,90,0.01033174991607666,0.01033174991607666
216,Tb4 In2 Pd2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/15/min_e_strc.cif,no_error,15,0.2564073324203484,0.2564073324203484
217,Pm2 Hg6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/281/min_e_strc.cif,no_error,281,0.20749568939208984,0.20749568939208984
218,Eu4 Zn4 F16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/50/min_e_strc.cif,No valid decomposition found for PDEntry : Eu4 Zn4 F16 with energy = -156.8164! (e_h: -0.04696631431579412),50,0.0,-0.04696631431579412
219,Tl1 Cd1 F3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/408/min_e_strc.cif,no_error,408,1.1444091798651357e-05,1.1444091798651357e-05
220,Ti20 Ge8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/106/min_e_strc.cif,no_error,106,0.06601510729108462,0.06601510729108462
221,Nd8 P4 Se16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/587/min_e_strc.cif,no_error,587,0.06073408126831126,0.06073408126831126
222,Nd3 Ni4 Ge10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/230/min_e_strc.cif,no_error,230,0.11591594359453605,0.11591594359453605
223,La4 Ho4 Pd8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/413/min_e_strc.cif,no_error,413,0.027309417724609375,0.027309417724609375
224,La2 Ce2 Ni8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/676/min_e_strc.cif,no_error,676,0.13158162434895804,0.13158162434895804
225,Ni2 Sn1 Bi4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/148/min_e_strc.cif,no_error,148,0.03691046578543489,0.03691046578543489
226,Cu4 Sn4 Rh8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/962/min_e_strc.cif,No valid decomposition found for PDEntry : Cu4 Sn4 Rh8 with energy = -96.5447! (e_h: -0.008880615234375),962,0.0,-0.008880615234375
227,Cs4 La4 F14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/352/min_e_strc.cif,No valid decomposition found for PDEntry : Cs4 La4 F14 with energy = -133.7167! (e_h: -0.029623096639459057),352,0.0,-0.029623096639459057
228,Mn4 As2 P3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/699/min_e_strc.cif,no_error,699,0.09567022323608665,0.09567022323608665
229,Zr8 B8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/86/min_e_strc.cif,no_error,86,0.3201477527618408,0.3201477527618408
230,Sc6 Sb2 Pd1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/111/min_e_strc.cif,No valid decomposition found for PDEntry : Sc6 Sb2 Pd1 with energy = -58.3242! (e_h: -0.0017452239990225493),111,0.0,-0.0017452239990225493
231,Re4 Cl20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/376/min_e_strc.cif,no_error,376,0.29063844680786133,0.29063844680786133
232,Eu2 Cu4 Si4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/341/min_e_strc.cif,No valid decomposition found for PDEntry : Eu2 Cu4 Si4 with energy = -63.1003! (e_h: -0.001110076904296875),341,0.0,-0.001110076904296875
233,Gd4 In4 Co16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/430/min_e_strc.cif,no_error,430,0.0592849675346816,0.0592849675346816
234,Ti4 B2 Rh2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/652/min_e_strc.cif,no_error,652,0.4198284149169922,0.4198284149169922
235,Al4 Se4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/891/min_e_strc.cif,no_error,891,0.3015057643254604,0.3015057643254604
236,Rb4 Nd8 In4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/336/min_e_strc.cif,no_error,336,0.477140337228775,0.477140337228775
237,Nd16 C24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/216/min_e_strc.cif,No valid decomposition found for PDEntry : Nd16 C24 with energy = -304.6828! (e_h: -0.0029921531677246094),216,0.0,-0.0029921531677246094
238,K10 Pb6 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/838/min_e_strc.cif,no_error,838,0.4669775962829501,0.4669775962829501
239,Bi2 Pb2 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/930/min_e_strc.cif,No valid decomposition found for PDEntry : Bi2 Pb2 O8 with energy = -70.6636! (e_h: -0.02148747444152832),930,0.0,-0.02148747444152832
240,Ti2 Nb3 Al3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/604/min_e_strc.cif,no_error,604,0.7355375289916983,0.7355375289916983
241,Ni2 O4 F2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/454/min_e_strc.cif,no_error,454,0.24527257680892944,0.24527257680892944
242,Y4 N4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/477/min_e_strc.cif,No valid decomposition found for PDEntry : Y4 N4 with energy = -73.6899! (e_h: -0.0026922225952148438),477,0.0,-0.0026922225952148438
243,Na3 Nb1 Te4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/594/min_e_strc.cif,no_error,594,0.09364899992942988,0.09364899992942988
244,U3 Au3 O6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/298/min_e_strc.cif,no_error,298,0.4389656186103821,0.4389656186103821
245,Mg4 In4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/809/min_e_strc.cif,no_error,809,0.018496990203857422,0.018496990203857422
246,Cs12 Bi4 S4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/35/min_e_strc.cif,no_error,35,0.030708169937134766,0.030708169937134766
247,Tb2 Ga18 Cu12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/75/min_e_strc.cif,no_error,75,0.04898119270801882,0.04898119270801882
248,Nb4 Al16 Ga2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/197/min_e_strc.cif,no_error,197,0.04994429241527243,0.04994429241527243
249,Sb2 Te4 O14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/22/min_e_strc.cif,no_error,22,0.05360734462736971,0.05360734462736971
250,Sm10 Ge6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/864/min_e_strc.cif,No valid decomposition found for PDEntry : Sm10 Ge6 with energy = -86.6870! (e_h: -0.007240772247314453),864,0.0,-0.007240772247314453
251,Ni2 Cl2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/573/min_e_strc.cif,no_error,573,0.3786674737930298,0.3786674737930298
252,Ho4 Au4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/807/min_e_strc.cif,No valid decomposition found for PDEntry : Ho4 Au4 with energy = -38.4346! (e_h: -0.0011034011840820312),807,0.0,-0.0011034011840820312
253,Mg1 Ni3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/328/min_e_strc.cif,no_error,328,0.05540740489959717,0.05540740489959717
254,Nd4 Sb4 Au4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/877/min_e_strc.cif,no_error,877,0.028995513916015625,0.028995513916015625
255,Sc8 Zn4 Ir4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/988/min_e_strc.cif,no_error,988,0.00414586067199707,0.00414586067199707
256,Y4 Ir4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/794/min_e_strc.cif,No valid decomposition found for PDEntry : Y4 Ir4 with energy = -67.8393! (e_h: -0.027378082275390625),794,0.0,-0.027378082275390625
257,Sr16 Li4 Pb12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/97/min_e_strc.cif,no_error,97,0.0009537488222122192,0.0009537488222122192
258,Nd1 Al1 Zn1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/745/min_e_strc.cif,no_error,745,0.279476523399353,0.279476523399353
259,Hf8 P4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/235/min_e_strc.cif,no_error,235,0.0012836456298810361,0.0012836456298810361
260,Rb2 P4 Ru4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/107/min_e_strc.cif,No valid decomposition found for PDEntry : Rb2 P4 Ru4 with energy = -67.0369! (e_h: -0.007556915283203125),107,0.0,-0.007556915283203125
261,K6 Rb6 Cl18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/800/min_e_strc.cif,no_error,800,0.09280176162719744,0.09280176162719744
262,Gd4 In12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/261/min_e_strc.cif,no_error,261,0.026216983795166016,0.026216983795166016
263,Pm8 Cd4 Hg4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/505/min_e_strc.cif,No valid decomposition found for PDEntry : Pm8 Cd4 Hg4 with energy = -49.2534! (e_h: -0.0016202926635742188),505,0.0,-0.0016202926635742188
264,Al2 Ru6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/124/min_e_strc.cif,no_error,124,1.030665397644043,1.030665397644043
265,Mg4 Sn8 S8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/656/min_e_strc.cif,no_error,656,0.1222477436065681,0.1222477436065681
266,Cd9 Sn3 S6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/415/min_e_strc.cif,no_error,415,0.07503700256347745,0.07503700256347745
267,Li4 Zn8 Pb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/267/min_e_strc.cif,no_error,267,0.08318090438842818,0.08318090438842818
268,Al2 Fe1 C2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/928/min_e_strc.cif,no_error,928,0.4005459075750313,0.4005459075750313
269,Tb8 Ag4 Au4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/663/min_e_strc.cif,No valid decomposition found for PDEntry : Tb8 Ag4 Au4 with energy = -71.1184! (e_h: -0.007738828659057617),663,0.0,-0.007738828659057617
270,Hf2 Ni1 S4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/173/min_e_strc.cif,no_error,173,0.4929796627589642,0.4929796627589642
271,Al2 Cu4 S2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/974/min_e_strc.cif,no_error,974,0.23619190851847272,0.23619190851847272
272,Ga1 Sn3 I4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/671/min_e_strc.cif,no_error,671,0.3334990814328189,0.3334990814328189
273,Sb4 Te6 Pb8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/491/min_e_strc.cif,no_error,491,0.10215425491333008,0.10215425491333008
274,Mn8 O8 F6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/868/min_e_strc.cif,no_error,868,0.06547732786700244,0.06547732786700244
275,Tb4 Sc4 Tl8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/354/min_e_strc.cif,No valid decomposition found for PDEntry : Tb4 Sc4 Tl8 with energy = -68.0011! (e_h: -0.05762513478596887),354,0.0,-0.05762513478596887
276,Er2 Tm2 In6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/77/min_e_strc.cif,no_error,77,0.42152523994445845,0.42152523994445845
277,In10 Cu6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/91/min_e_strc.cif,no_error,91,0.08418542146682784,0.08418542146682784
278,Ba1 Bi2 Sb2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/153/min_e_strc.cif,no_error,153,0.16010680198669291,0.16010680198669291
279,Fe4 Co8 As4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/709/min_e_strc.cif,no_error,709,0.11137127876281738,0.11137127876281738
280,Ca4 Cl8 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/239/min_e_strc.cif,no_error,239,0.39246219396591187,0.39246219396591187
281,Li4 Ho8 Ir4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/829/min_e_strc.cif,no_error,829,0.0058373808860761045,0.0058373808860761045
282,Cs6 K4 Cl14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/302/min_e_strc.cif,no_error,302,0.023071487744649843,0.023071487744649843
283,Nd1 Al2 Co3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/1/min_e_strc.cif,no_error,1,0.0671362170466665,0.0671362170466665
284,Nd2 In8 Rh4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/159/min_e_strc.cif,No valid decomposition found for PDEntry : Nd2 In8 Rh4 with energy = -68.1942! (e_h: -0.02877031053815493),159,0.0,-0.02877031053815493
285,Ba4 Pt4 S16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/184/min_e_strc.cif,no_error,184,0.056534528732299805,0.056534528732299805
286,Pm8 Mg4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/136/min_e_strc.cif,no_error,136,0.15278053283691406,0.15278053283691406
287,Pr4 Sn4 Au4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/504/min_e_strc.cif,no_error,504,0.050336360931396484,0.050336360931396484
288,La2 Cu10 Ni4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/21/min_e_strc.cif,no_error,21,0.03603026270865861,0.03603026270865861
289,V4 Fe2 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/824/min_e_strc.cif,no_error,824,0.1717669169108227,0.1717669169108227
290,Tm8 Pd4 Ru4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/614/min_e_strc.cif,No valid decomposition found for PDEntry : Tm8 Pd4 Ru4 with energy = -105.1284! (e_h: -0.0036110877990722656),614,0.0,-0.0036110877990722656
291,Np1 Ir3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/99/min_e_strc.cif,No valid decomposition found for PDEntry : Np1 Ir3 with energy = -41.0177! (e_h: -0.17351007461547852),99,0.0,-0.17351007461547852
292,Ca2 Mn1 N2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/335/min_e_strc.cif,no_error,335,0.2656021118164018,0.2656021118164018
293,Y4 Ge12 Pd2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/390/min_e_strc.cif,no_error,390,0.06150579452514471,0.06150579452514471
294,Sr4 Sn4 O24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/295/min_e_strc.cif,no_error,295,0.4625236988067627,0.4625236988067627
295,U1 Al1 Co3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/952/min_e_strc.cif,no_error,952,1.3639883041381813,1.3639883041381813
296,Na1 Nb4 S6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/708/min_e_strc.cif,no_error,708,0.17313437028363854,0.17313437028363854
297,Tb2 Mg2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/94/min_e_strc.cif,no_error,94,0.28910064697265625,0.28910064697265625
298,Sb1 Rh2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/917/min_e_strc.cif,no_error,917,0.9597015380859384,0.9597015380859384
299,Fe2 Mo4 P4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/592/min_e_strc.cif,no_error,592,0.3296255111694357,0.3296255111694357
300,Na4 Li8 S6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/715/min_e_strc.cif,no_error,715,0.051112810770667316,0.051112810770667316
301,Sm4 Er4 Ru8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/221/min_e_strc.cif,no_error,221,0.02263993620872551,0.02263993620872551
302,Ta4 Co6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/574/min_e_strc.cif,no_error,574,0.1709486007690426,0.1709486007690426
303,Eu4 Cr2 P12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/837/min_e_strc.cif,no_error,837,0.09774333106146749,0.09774333106146749
304,Y16 Hf8 Si16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/584/min_e_strc.cif,no_error,584,0.34973007202148665,0.34973007202148665
305,Lu3 Co39,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/846/min_e_strc.cif,no_error,846,0.19854274817875428,0.19854274817875428
306,K9 In12 Au6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/631/min_e_strc.cif,no_error,631,0.008892167358052205,0.008892167358052205
