,formula,error_str,relxed_structure,chgnet_ehull,corrected_chgnet_ehull
545,V2 Cr4 Ni1 O11,no_error,"# generated using pymatgen
data_V2Cr4NiO11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.93232983
_cell_length_b   5.11289815
_cell_length_c   8.30768065
_cell_angle_alpha   93.95370650
_cell_angle_beta   91.65453800
_cell_angle_gamma   98.61918875
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2Cr4NiO11
_chemical_formula_sum   'V2 Cr4 Ni1 O11'
_cell_volume   206.48482958
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.52195700  0.47460571  0.21429698  1
  V  V1  1  0.50703529  0.00622259  0.42526541  1
  Cr  Cr2  1  0.00743754  0.02693998  0.72320241  1
  Cr  Cr3  1  0.99645410  0.94660073  0.23196218  1
  Cr  Cr4  1  0.58208562  0.46063629  0.85123565  1
  Cr  Cr5  1  0.04159927  0.50515494  0.54365212  1
  Ni  Ni6  1  0.52717916  0.97486270  0.03141252  1
  O  O7  1  0.78458183  0.69503537  0.37328630  1
  O  O8  1  0.26647803  0.85776141  0.56962302  1
  O  O9  1  0.33779338  0.29639319  0.03362338  1
  O  O10  1  0.79926636  0.15880972  0.54829938  1
  O  O11  1  0.32130571  0.78063690  0.22884204  1
  O  O12  1  0.75826604  0.68777306  0.06107459  1
  O  O13  1  0.26399237  0.26360726  0.36556766  1
  O  O14  1  0.25833298  0.35836726  0.70889336  1
  O  O15  1  0.75167545  0.15105489  0.87028961  1
  O  O16  1  0.72396634  0.17854324  0.23546453  1
  O  O17  1  0.83087891  0.66108810  0.71084393  1
",0.13168573379515358,0.13168573379515358
546,Dy2 Al14 Fe10,no_error,"# generated using pymatgen
data_DyAl7Fe5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.99469640
_cell_length_b   8.66168071
_cell_length_c   4.95758100
_cell_angle_alpha   90.00000000
_cell_angle_beta   119.44165598
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyAl7Fe5
_chemical_formula_sum   'Dy2 Al14 Fe10'
_cell_volume   373.75609373
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.00000000  0.20227102  0.50000000  1
  Dy  Dy1  1  0.50000000  0.70227102  0.50000000  1
  Al  Al2  1  0.00000000  0.55574789  0.50000000  1
  Al  Al3  1  0.00000000  0.42954270  0.00000000  1
  Al  Al4  1  0.15523689  0.71826055  0.16097988  1
  Al  Al5  1  0.00000000  0.98842477  0.00000000  1
  Al  Al6  1  0.72997239  0.71610755  0.22715175  1
  Al  Al7  1  0.84476311  0.71826055  0.83902012  1
  Al  Al8  1  0.27002761  0.71610755  0.77284825  1
  Al  Al9  1  0.50000000  0.05574789  0.50000000  1
  Al  Al10  1  0.50000000  0.92954270  0.00000000  1
  Al  Al11  1  0.65523689  0.21826055  0.16097988  1
  Al  Al12  1  0.50000000  0.48842477  0.00000000  1
  Al  Al13  1  0.22997239  0.21610755  0.22715175  1
  Al  Al14  1  0.34476311  0.21826055  0.83902012  1
  Al  Al15  1  0.77002761  0.21610755  0.77284825  1
  Fe  Fe16  1  0.25202679  0.46604064  0.49848329  1
  Fe  Fe17  1  0.25128071  0.46648165  0.00415962  1
  Fe  Fe18  1  0.00000000  0.86210151  0.50000000  1
  Fe  Fe19  1  0.74871929  0.46648165  0.99584038  1
  Fe  Fe20  1  0.74797321  0.46604064  0.50151671  1
  Fe  Fe21  1  0.75202679  0.96604064  0.49848329  1
  Fe  Fe22  1  0.75128071  0.96648165  0.00415962  1
  Fe  Fe23  1  0.50000000  0.36210151  0.50000000  1
  Fe  Fe24  1  0.24871929  0.96648165  0.99584038  1
  Fe  Fe25  1  0.24797321  0.96604064  0.50151671  1
",0.015520095825197977,0.015520095825197977
547,Co3 Si3 H2,no_error,"# generated using pymatgen
data_Co3Si3H2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.44886414
_cell_length_b   2.64444319
_cell_length_c   5.62269804
_cell_angle_alpha   90.00000000
_cell_angle_beta   94.43425341
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Co3Si3H2
_chemical_formula_sum   'Co3 Si3 H2'
_cell_volume   80.77613380
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.75484599  0.00000000  0.43608826  1
  Co  Co1  1  0.49300052  0.50000000  0.73764604  1
  Co  Co2  1  0.20728512  0.00000000  0.05035853  1
  Si  Si3  1  0.09113191  0.50000000  0.36699402  1
  Si  Si4  1  0.55267621  0.50000000  0.15366121  1
  Si  Si5  1  0.83378864  0.00000000  0.83670650  1
  H  H6  1  0.22450473  0.50000000  0.84491722  1
  H  H7  1  0.43154578  0.00000000  0.57315563  1
",0.15979816019535065,0.15979816019535065
548,Cs3 Y1 O4,no_error,"# generated using pymatgen
data_Cs3YO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.72810335
_cell_length_b   7.03863020
_cell_length_c   8.26016702
_cell_angle_alpha   90.92869818
_cell_angle_beta   102.23235439
_cell_angle_gamma   90.55990381
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3YO4
_chemical_formula_sum   'Cs3 Y1 O4'
_cell_volume   211.78466175
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.85882609  0.08925894  0.07581267  1
  Cs  Cs1  1  0.46557563  0.58973803  0.31663839  1
  Cs  Cs2  1  0.22786754  0.55101985  0.80795608  1
  Y  Y3  1  0.62181888  0.06201493  0.59187924  1
  O  O4  1  0.62205961  0.35588070  0.57938845  1
  O  O5  1  0.04822393  0.95745174  0.44620757  1
  O  O6  1  0.19952323  0.00799601  0.75819457  1
  O  O7  1  0.84955260  0.49062606  0.06894703  1
",0.15993499755859375,0.15993499755859375
549,Tm4 Sn10,no_error,"# generated using pymatgen
data_Tm2Sn5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.91346409
_cell_length_b   5.00240339
_cell_length_c   15.21571016
_cell_angle_alpha   83.92538896
_cell_angle_beta   88.37035974
_cell_angle_gamma   88.32960205
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tm2Sn5
_chemical_formula_sum   'Tm4 Sn10'
_cell_volume   371.60994965
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.34302332  0.60426202  0.92870801  1
  Tm  Tm1  1  0.33436147  0.51801158  0.19709197  1
  Tm  Tm2  1  0.84252897  0.10812507  0.92799787  1
  Tm  Tm3  1  0.84076469  0.91455441  0.48856872  1
  Sn  Sn4  1  0.35541596  0.14347303  0.78930308  1
  Sn  Sn5  1  0.33705799  0.40379706  0.49000145  1
  Sn  Sn6  1  0.83968585  0.46366784  0.34640282  1
  Sn  Sn7  1  0.32933702  0.85554337  0.62840423  1
  Sn  Sn8  1  0.33303546  0.06614595  0.06119755  1
  Sn  Sn9  1  0.83261462  0.57110498  0.06201148  1
  Sn  Sn10  1  0.85652814  0.65426523  0.79186683  1
  Sn  Sn11  1  0.82639516  0.36748836  0.63040298  1
  Sn  Sn12  1  0.83610284  0.02244121  0.20475935  1
  Sn  Sn13  1  0.34152402  0.95537779  0.34527195  1
",0.03235173225402832,0.03235173225402832
550,Nb1 Al4 Cu1,no_error,"# generated using pymatgen
data_NbAl4Cu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60506051
_cell_length_b   4.80004353
_cell_length_c   4.82810561
_cell_angle_alpha   119.62879041
_cell_angle_beta   89.70551008
_cell_angle_gamma   91.55132247
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbAl4Cu
_chemical_formula_sum   'Nb1 Al4 Cu1'
_cell_volume   92.73027176
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.86967357  0.59091128  0.98014110  1
  Al  Al1  1  0.86467178  0.26004781  0.32401891  1
  Al  Al2  1  0.37708145  0.90550221  0.95447756  1
  Al  Al3  1  0.87905794  0.93277738  0.64563185  1
  Al  Al4  1  0.36857314  0.57202361  0.29133338  1
  Cu  Cu5  1  0.36579434  0.24055910  0.62817732  1
",0.05609607696533203,0.05609607696533203
551,Cs6 H4 O6,no_error,"# generated using pymatgen
data_Cs3H2O3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.43080297
_cell_length_b   7.67379720
_cell_length_c   8.07493768
_cell_angle_alpha   89.65673907
_cell_angle_beta   88.51039053
_cell_angle_gamma   77.29984176
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs3H2O3
_chemical_formula_sum   'Cs6 H4 O6'
_cell_volume   388.60669043
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.50346985  0.39529559  0.17645302  1
  Cs  Cs1  1  0.84593636  0.85803190  0.90803610  1
  Cs  Cs2  1  0.04476336  0.37649240  0.84738773  1
  Cs  Cs3  1  0.45808280  0.67768242  0.60583647  1
  Cs  Cs4  1  0.32401524  0.91700059  0.10693730  1
  Cs  Cs5  1  0.93510732  0.06521274  0.48700886  1
  H  H6  1  0.42265578  0.09808393  0.73985364  1
  H  H7  1  0.98380436  0.67181938  0.46723855  1
  H  H8  1  0.60019865  0.34384083  0.83128908  1
  H  H9  1  0.04833922  0.40158343  0.25371720  1
  O  O10  1  0.57016037  0.57262723  0.93053167  1
  O  O11  1  0.65064786  0.22096753  0.78683072  1
  O  O12  1  0.30413080  0.03491061  0.73950744  1
  O  O13  1  0.94398785  0.68338248  0.58687124  1
  O  O14  1  0.08736228  0.70645480  0.25294612  1
  O  O15  1  0.08137439  0.27598955  0.21935948  1
",0.08119511604309082,0.08119511604309082
552,Zr2 P4 Pb2 S12,no_error,"# generated using pymatgen
data_ZrP2PbS6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65392155
_cell_length_b   9.70029285
_cell_length_c   13.97500078
_cell_angle_alpha   96.75377118
_cell_angle_beta   90.35182541
_cell_angle_gamma   95.74460460
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrP2PbS6
_chemical_formula_sum   'Zr2 P4 Pb2 S12'
_cell_volume   489.34346461
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.70468007  0.48858195  0.62632024  1
  Zr  Zr1  1  0.86175290  0.05541660  0.13748638  1
  P  P2  1  0.13588050  0.16316748  0.64221469  1
  P  P3  1  0.44669930  0.26841030  0.32659154  1
  P  P4  1  0.76692183  0.81224633  0.73855123  1
  P  P5  1  0.14781507  0.78307663  0.16561024  1
  Pb  Pb6  1  0.49442623  0.38205746  0.97659672  1
  Pb  Pb7  1  0.25875508  0.91667031  0.47124467  1
  S  S8  1  0.29793939  0.92596417  0.77631355  1
  S  S9  1  0.73816142  0.63522016  0.80069407  1
  S  S10  1  0.42700383  0.25328426  0.17429750  1
  S  S11  1  0.12559667  0.57671740  0.12144276  1
  S  S12  1  0.64069941  0.21269884  0.55592258  1
  S  S13  1  0.91946037  0.13036032  0.33001561  1
  S  S14  1  0.92526209  0.17479434  0.98253175  1
  S  S15  1  0.31766073  0.89402162  0.04894881  1
  S  S16  1  0.73100321  0.76877895  0.58997837  1
  S  S17  1  0.54090076  0.83869844  0.27635849  1
  S  S18  1  0.20260736  0.49027494  0.50730510  1
  S  S19  1  0.17972224  0.35471322  0.73129637  1
",0.0795164280828331,0.0795164280828331
553,Li3 Fe3 Co2 O8,No valid decomposition found for PDEntry : Li3 Fe3 Co2 O8 with energy = -112.0901! (e_h: -0.0012876192728672464),"# generated using pymatgen
data_Li3Fe3(CoO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13377538
_cell_length_b   5.14052638
_cell_length_c   6.08058429
_cell_angle_alpha   90.00187961
_cell_angle_beta   90.00673929
_cell_angle_gamma   108.26677765
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3Fe3(CoO4)2
_chemical_formula_sum   'Li3 Fe3 Co2 O8'
_cell_volume   152.38206221
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.77435168  0.18038101  0.77391760  1
  Li  Li1  1  0.27846189  0.19023663  0.54087034  1
  Li  Li2  1  0.78768699  0.19196791  0.30132164  1
  Fe  Fe3  1  0.28930153  0.69306720  0.30269203  1
  Fe  Fe4  1  0.78788686  0.68940508  0.03751640  1
  Fe  Fe5  1  0.28566404  0.19116962  0.03681452  1
  Co  Co6  1  0.28590499  0.68910214  0.78252444  1
  Co  Co7  1  0.78694395  0.68805591  0.54344851  1
  O  O8  1  0.53256964  0.91910530  0.53308137  1
  O  O9  1  0.52529027  0.93065805  0.04724196  1
  O  O10  1  0.54066629  0.43838228  0.81079512  1
  O  O11  1  0.03166449  0.94116470  0.81056434  1
  O  O12  1  0.04193396  0.93676628  0.27169644  1
  O  O13  1  0.04944652  0.45180132  0.04952229  1
  O  O14  1  0.53378859  0.44662873  0.27121516  1
  O  O15  1  0.04299199  0.46193948  0.53126831  1
",0.0,-0.0012876192728672464
554,U2 Ti2 Fe2 B4 C2,no_error,"# generated using pymatgen
data_UTiFeB2C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.53747159
_cell_length_b   3.22643034
_cell_length_c   4.11036864
_cell_angle_alpha   90.00000000
_cell_angle_beta   106.59208320
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UTiFeB2C
_chemical_formula_sum   'U2 Ti2 Fe2 B4 C2'
_cell_volume   133.92729170
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.66214853  0.00000000  0.91366290  1
  U  U1  1  0.16214853  0.50000000  0.91366290  1
  Ti  Ti2  1  0.90991932  0.50000000  0.15007047  1
  Ti  Ti3  1  0.40991932  0.00000000  0.15007047  1
  Fe  Fe4  1  0.88998082  0.00000000  0.59977186  1
  Fe  Fe5  1  0.38998082  0.50000000  0.59977186  1
  B  B6  1  0.76268861  0.50000000  0.52320743  1
  B  B7  1  0.58826556  0.50000000  0.39214622  1
  B  B8  1  0.26268861  0.00000000  0.52320743  1
  B  B9  1  0.08826556  0.00000000  0.39214622  1
  C  C10  1  0.51279594  0.50000000  0.01200015  1
  C  C11  1  0.01279594  0.00000000  0.01200015  1
",0.11914035252162414,0.11914035252162414
555,K2 Ho2 S4,No valid decomposition found for PDEntry : K2 Ho2 S4 with energy = -44.8308! (e_h: -0.001485347747805399),"# generated using pymatgen
data_KHoS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.99486329
_cell_length_b   4.03575693
_cell_length_c   7.74065097
_cell_angle_alpha   90.00000000
_cell_angle_beta   107.53444434
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KHoS2
_chemical_formula_sum   'K2 Ho2 S4'
_cell_volume   208.36214235
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.53175189  0.50000000  0.26882080  1
  K  K1  1  0.03175189  0.00000000  0.26882080  1
  Ho  Ho2  1  0.03331384  0.50000000  0.76949771  1
  Ho  Ho3  1  0.53331384  0.00000000  0.76949771  1
  S  S4  1  0.79954715  0.00000000  0.56966351  1
  S  S5  1  0.26678643  0.00000000  0.96943431  1
  S  S6  1  0.29954715  0.50000000  0.56966351  1
  S  S7  1  0.76678643  0.50000000  0.96943431  1
",0.0,-0.001485347747805399
556,Ba2 Sr1 P2 O8,no_error,"# generated using pymatgen
data_Ba2Sr(PO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.34672496
_cell_length_b   5.59618315
_cell_length_c   9.01605238
_cell_angle_alpha   92.47067097
_cell_angle_beta   89.54806536
_cell_angle_gamma   118.43220078
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2Sr(PO4)2
_chemical_formula_sum   'Ba2 Sr1 P2 O8'
_cell_volume   236.98698869
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.92220963  0.51420317  0.37915793  1
  Ba  Ba1  1  0.93120284  0.46914298  0.79917011  1
  Sr  Sr2  1  0.57111584  0.82709507  0.10866693  1
  P  P3  1  0.59206636  0.82876997  0.54316459  1
  P  P4  1  0.25049248  0.18287053  0.06986424  1
  O  O5  1  0.55854135  0.75673500  0.36905486  1
  O  O6  1  0.07907550  0.87870451  0.01300196  1
  O  O7  1  0.81688752  0.13204112  0.56647553  1
  O  O8  1  0.44328466  0.19455182  0.20026513  1
  O  O9  1  0.69004933  0.64071776  0.61404439  1
  O  O10  1  0.43309975  0.37705753  0.94756455  1
  O  O11  1  0.29999532  0.77648439  0.60354257  1
  O  O12  1  0.03253225  0.28246856  0.12006845  1
",0.05936972300211796,0.05936972300211796
557,Al2 H2,no_error,"# generated using pymatgen
data_AlH
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.15237992
_cell_length_b   3.15744930
_cell_length_c   4.63292992
_cell_angle_alpha   90.09010515
_cell_angle_beta   90.11111681
_cell_angle_gamma   119.55365843
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlH
_chemical_formula_sum   'Al2 H2'
_cell_volume   40.11385751
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.66828881  0.85184958  0.58507698  1
  Al  Al1  1  0.33331276  0.18465390  0.08537225  1
  H  H2  1  0.33276917  0.18658375  0.48566715  1
  H  H3  1  0.66672772  0.84937227  0.98068059  1
",0.323336124420166,0.323336124420166
558,Pm2 Sm2 Al4,no_error,"# generated using pymatgen
data_PmSmAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.35594773
_cell_length_b   7.42452937
_cell_length_c   5.19522540
_cell_angle_alpha   90.00000000
_cell_angle_beta   134.88368657
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PmSmAl2
_chemical_formula_sum   'Pm2 Sm2 Al4'
_cell_volume   201.03737928
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pm  Pm0  1  0.34216991  0.50000000  0.16630990  1
  Pm  Pm1  1  0.84216991  0.00000000  0.16630990  1
  Sm  Sm2  1  0.84088101  0.50000000  0.16616016  1
  Sm  Sm3  1  0.34088101  0.00000000  0.16616016  1
  Al  Al4  1  0.34106417  0.25006834  0.66618762  1
  Al  Al5  1  0.84106417  0.24993166  0.66618762  1
  Al  Al6  1  0.84106417  0.75006834  0.66618762  1
  Al  Al7  1  0.34106417  0.74993166  0.66618762  1
",0.01013557116190622,0.01013557116190622
559,Li2 Co3 Sb1 O8,no_error,"# generated using pymatgen
data_Li2Co3SbO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.84466541
_cell_length_b   5.89925049
_cell_length_c   5.92841825
_cell_angle_alpha   118.41821774
_cell_angle_beta   119.20400687
_cell_angle_gamma   90.80113086
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Co3SbO8
_chemical_formula_sum   'Li2 Co3 Sb1 O8'
_cell_volume   148.63622389
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00536301  0.10227006  0.95598539  1
  Li  Li1  1  0.85937230  0.71980403  0.18519561  1
  Co  Co2  1  0.35946897  0.72433596  0.18976953  1
  Co  Co3  1  0.69985072  0.32182761  0.39923901  1
  Co  Co4  1  0.35777754  0.72063495  0.68074293  1
  Sb  Sb5  1  0.35451162  0.21489013  0.68068921  1
  O  O6  1  0.58859720  0.48201790  0.69467938  1
  O  O7  1  0.12243780  0.46695451  0.66654474  1
  O  O8  1  0.14937354  0.96459947  0.22196315  1
  O  O9  1  0.57332150  0.47582290  0.14729835  1
  O  O10  1  0.17319014  0.53178477  0.26102678  1
  O  O11  1  0.13334186  0.95523876  0.67882216  1
  O  O12  1  0.59488045  0.97373177  0.70418749  1
  O  O13  1  0.55759148  0.91832334  0.12808190  1
",0.020428657531726735,0.020428657531726735
560,P3 H1 Cl5 O7,no_error,"# generated using pymatgen
data_P3HCl5O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.39482866
_cell_length_b   6.61024027
_cell_length_c   10.73617909
_cell_angle_alpha   102.92118947
_cell_angle_beta   88.41646315
_cell_angle_gamma   114.40807458
_symmetry_Int_Tables_number   1
_chemical_formula_structural   P3HCl5O7
_chemical_formula_sum   'P3 H1 Cl5 O7'
_cell_volume   401.73315103
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  P  P0  1  0.74347590  0.05555842  0.49340202  1
  P  P1  1  0.87127654  0.26550103  0.32979218  1
  P  P2  1  0.40434488  0.18529682  0.87900973  1
  H  H3  1  0.47900099  0.17512865  0.67791886  1
  Cl  Cl4  1  0.59474907  0.99802469  0.89330689  1
  Cl  Cl5  1  0.11120103  0.79376643  0.11402513  1
  Cl  Cl6  1  0.95522142  0.96401170  0.57177163  1
  Cl  Cl7  1  0.07477297  0.52802165  0.97407312  1
  Cl  Cl8  1  0.18945511  0.34244341  0.28232413  1
  O  O9  1  0.46289273  0.37294328  0.99861498  1
  O  O10  1  0.15428843  0.01605003  0.85510622  1
  O  O11  1  0.73611614  0.34657275  0.26362057  1
  O  O12  1  0.75617987  0.99055374  0.33768570  1
  O  O13  1  0.51478508  0.98424437  0.54435394  1
  O  O14  1  0.88506152  0.32650367  0.49040996  1
  O  O15  1  0.49999404  0.28967731  0.75995235  1
",0.0820722331603374,0.0820722331603374
561,Mn6 O4 F8,no_error,"# generated using pymatgen
data_Mn3(OF2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.53748519
_cell_length_b   5.22749030
_cell_length_c   9.72961419
_cell_angle_alpha   91.63183903
_cell_angle_beta   93.92604302
_cell_angle_gamma   97.04283217
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn3(OF2)2
_chemical_formula_sum   'Mn6 O4 F8'
_cell_volume   228.34582436
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.69335806  0.46669625  0.81805096  1
  Mn  Mn1  1  0.12476635  0.97082530  0.93548742  1
  Mn  Mn2  1  0.63330862  0.88948557  0.32966388  1
  Mn  Mn3  1  0.14434602  0.42721944  0.18555126  1
  Mn  Mn4  1  0.65311733  0.40144843  0.48844592  1
  Mn  Mn5  1  0.22928807  0.93445367  0.64003367  1
  O  O6  1  0.43733634  0.55827452  0.34455477  1
  O  O7  1  0.43224050  0.06543452  0.47166808  1
  O  O8  1  0.38564566  0.15631688  0.80628223  1
  O  O9  1  0.03536164  0.74151006  0.78090512  1
  F  F10  1  0.87931058  0.22181183  0.32381679  1
  F  F11  1  0.47705289  0.60293453  0.64537220  1
  F  F12  1  0.34601445  0.09869491  0.12604510  1
  F  F13  1  0.93156618  0.73512886  0.49528626  1
  F  F14  1  0.94084416  0.32361363  0.98557919  1
  F  F15  1  0.68526341  0.77407700  0.96074541  1
  F  F16  1  0.90908279  0.74490240  0.21422004  1
  F  F17  1  0.88515515  0.26455439  0.63995723  1
",0.08028984069824041,0.08028984069824041
